Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fldpct,Rtot,Rtot-yr,Rdrs,Rdrs-yr,Rgood,RF-9,RF-G,Pos-Summary,Name-additional
946,Nasim Nuñez,23,WSN,NL,35,21,19,212.1,123,38,80,5,19,.959,1,8,2,11,0,5.00,3.37,SS-2B,nunezna01
947,Riley O'Brien,29,STL,NL,8,0,0,8.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,obrieri01
948,Ryan O'Hearn,30,BAL,AL,78,68,41,557.2,361,337,19,5,28,.986,-4,-10,-4,-8,-2,5.75,4.34,1B-OF,ohearry01
949,Logan O'Hoppe,24,LAA,AL,127,121,116,1064.1,1009,962,41,6,0,.994,1,1,1,1,-3,8.48,7.90,C,ohopplo01
950,Jack O'Loughlin,24,OAK,AL,4,0,0,9.2,1,1,0,0,0,1.000,,,0,0,0,0.93,0.25,P,olougja01
951,Tyler O'Neill,29,BOS,AL,95,90,59,799.2,162,151,4,7,0,.957,-2,-3,1,1,-1,1.74,1.63,OF,oneilty01
952,Bailey Ober,28,MIN,AL,31,31,1,178.2,29,11,17,1,0,.966,,,3,3,0,1.41,0.90,P,oberba01
953,Steven Okert,32,MIN,AL,44,1,0,35.1,7,1,6,0,0,1.000,,,0,0,0,1.78,0.16,P,okertst01
954,Edward Olivares,28,PIT,NL,45,41,18,330.2,79,76,2,1,0,.987,-10,-36,-6,-21,-1,2.12,1.73,OF,olivaed02
955,Adam Oller,29,MIA,NL,8,8,0,42.1,3,1,2,0,0,1.000,,,0,0,0,0.64,0.38,P,ollerad01
956,Matt Olson,30,ATL,NL,162,162,162,1443.1,1370,1259,105,6,125,.996,14,11,13,11,2,8.51,8.42,1B,olsonma02
957,Reese Olson,24,DET,AL,22,22,0,112.1,7,3,3,1,0,.857,,,-4,-7,0,0.48,0.27,P,olsonre01
958,Jonathan Ornelas,24,TEX,AL,18,11,9,106.2,40,14,24,2,1,.950,0,-1,1,11,0,3.21,2.11,3B-SS-2B-OF,orneljo01
959,Kaleb Ort,32,HOU,AL,22,0,0,24.2,1,0,0,1,0,.000,,,0,0,0,0.00,0.00,P,ortka01
960,Rafael Ortega,33,CHW,AL,12,4,4,50.0,18,18,0,0,0,1.000,3,61,-1,-24,0,3.24,1.50,OF,ortegra01
961,Joey Ortiz,25,MIL,NL,141,129,113,1164.0,365,114,241,10,30,.973,12,12,8,8,1,2.74,2.37,3B-SS-2B,ortizjo06
962,Luis Ortiz,28,PHI,NL,1,0,0,0.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,ortizlu02
963,Luis Ortiz,25,PIT,NL,37,15,0,135.2,21,7,10,4,0,.810,,,0,0,0,1.13,0.46,P,ortizlu03
964,Eric Orze,26,NYM,NL,2,0,0,1.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,orzeer01
965,Michel Otañez,26,OAK,AL,36,0,0,34.0,0,0,0,0,0,,,,-1,-6,0,0.00,0.00,P,otanemi01
966,Adam Ottavino,38,NYM,NL,60,0,0,56.0,11,9,2,0,0,1.000,,,-3,-11,0,1.77,0.18,P,ottavad01
967,James Outman,27,LAD,NL,50,37,28,339.2,97,94,2,1,0,.990,-5,-17,-1,-3,0,2.54,1.92,OF,outmaja01
968,Cristian Pache,25,TOT,ZZ,78,47,29,451.2,123,117,3,3,0,.976,0,-1,3,7,0,2.39,1.54,OF,pachecr01
969,Chris Paddack,28,MIN,AL,17,17,0,88.1,13,5,8,0,0,1.000,,,-2,-5,0,1.32,0.76,P,paddach01
970,Emilio Pagán,33,CIN,NL,38,1,0,38.0,5,2,3,0,0,1.000,,,1,5,0,1.18,0.13,P,paganem01
971,Andy Pages,23,LAD,NL,114,101,78,933.2,302,294,5,3,2,.990,7,9,-1,-1,-2,2.88,2.62,OF,pagesan01
972,Pedro Pagés,25,STL,NL,67,60,56,543.2,521,490,28,3,1,.994,-2,-5,3,7,1,8.58,7.73,C-1B,pagespe02
973,Joshua Palacios,28,PIT,NL,20,19,14,163.0,28,27,1,0,0,1.000,0,-3,-2,-14,0,1.55,1.40,OF,palacjo01
974,Richie Palacios,27,TBR,AL,86,70,58,645.1,226,132,87,7,15,.969,6,12,5,9,0,3.05,2.41,OF-2B-3B-SS,palacri01
975,Daniel Palencia,24,CHC,NL,10,0,0,14.2,1,0,1,0,0,1.000,,,0,0,0,0.61,0.10,P,palenda01
976,Andre Pallante,25,STL,NL,29,20,0,121.1,33,17,16,0,2,1.000,,,-3,-5,0,2.45,1.14,P,pallaan01
977,Enoli Paredes,28,TOT,NL,18,0,0,21.2,1,0,1,0,0,1.000,,,0,0,0,0.42,0.06,P,pareden01
978,Isaac Paredes,25,TOT,MLB,141,139,126,1228.1,409,174,219,16,31,.961,2,2,-2,-1,-1,2.88,2.71,3B-1B,paredis01
979,Kyren Paris,22,LAA,AL,18,17,12,146.0,68,22,45,1,8,.985,2,17,0,0,0,4.13,3.53,2B-SS,parisky01
980,Mitchell Parker,24,WSN,NL,29,29,0,151.0,13,2,6,5,0,.615,,,-4,-5,-1,0.48,0.28,P,parkemi01
981,Wes Parsons,31,TOT,AL,4,0,0,9.0,4,1,2,1,0,.750,,,0,0,0,3.00,0.75,P,parsowe01
982,Vinnie Pasquantino,26,KCR,AL,103,103,92,893.0,878,805,71,2,76,.998,4,6,-3,-4,-3,8.83,8.50,1B,pasquvi01
983,Graham Pauley,23,SDP,NL,6,4,1,34.1,12,6,5,1,1,.917,-1,-33,0,0,0,2.88,1.57,3B-1B,paulegr01
984,James Paxton,35,TOT,ZZ,21,21,0,100.1,8,1,6,1,0,.875,,,0,0,0,0.63,0.33,P,paxtoja01
985,Joel Payamps,30,MIL,NL,68,0,0,59.0,6,1,3,2,0,.667,,,0,0,0,0.61,0.06,P,payamjo01
986,Nate Pearson,27,TOT,ZZ,60,1,0,66.1,1,1,0,0,0,1.000,,,-2,-36,0,0.14,0.02,P,pearsna01
987,Elvis Peguero,27,MIL,NL,52,0,0,51.1,7,1,5,1,1,.857,,,-1,-4,-1,1.05,0.12,P,pegueel01
988,Liover Peguero,23,PIT,NL,3,3,3,26.0,11,4,6,1,2,.909,0,-15,0,0,0,3.46,3.33,SS,pegueli01
989,Jeremy Peña,26,HOU,AL,157,157,153,1388.0,620,221,380,19,86,.969,6,5,4,3,-2,3.90,3.83,SS,penaje02
990,Walter Pennington,26,TOT,AL,16,1,0,18.0,2,1,1,0,0,1.000,,,-1,-66,0,1.00,0.13,P,penniwa01
991,Zach Penrod,27,BOS,AL,7,0,0,4.0,1,0,1,0,0,1.000,,,0,0,0,2.25,0.14,P,penroza01
992,Ryan Pepiot,26,TBR,AL,26,26,0,130.0,15,11,4,0,3,1.000,,,0,0,0,1.04,0.58,P,pepiory01
993,David Peralta,36,SDP,NL,65,53,27,448.0,89,87,1,1,0,.989,2,5,-1,-2,1,1.77,1.35,OF,peralda01
994,Freddy Peralta,28,MIL,NL,32,32,0,173.2,32,16,15,1,3,.969,,,1,1,0,1.61,0.97,P,peralfr01
995,Luis Peralta,23,COL,NL,15,0,0,12.1,1,0,1,0,0,1.000,,,-1,-16,0,0.73,0.07,P,perallu01
996,Sammy Peralta,26,CHW,AL,9,0,0,15.0,1,0,1,0,0,1.000,,,0,0,0,0.60,0.11,P,peralsa01
997,Wandy Peralta,32,SDP,NL,46,0,0,38.1,7,2,5,0,0,1.000,,,1,5,0,1.64,0.15,P,peralwa01
998,Oswald Peraza,24,NYY,AL,4,4,2,31.0,5,2,3,0,0,1.000,0,0,0,0,0,1.45,1.25,3B,perazos02
999,Geraldo Perdomo,24,ARI,NL,97,95,89,849.1,378,112,261,5,55,.987,2,3,10,14,0,3.95,3.85,SS,perdoge01
1000,Jhonny Pereda,28,MIA,NL,19,10,8,101.0,95,86,8,1,1,.989,0,5,0,0,0,8.38,4.70,C-1B-P,peredjh01
1001,Cionel Pérez,28,BAL,AL,62,0,0,53.2,14,4,10,0,0,1.000,,,0,0,0,2.35,0.23,P,perezci01
1002,Martín Pérez,33,TOT,NL,26,26,0,135.0,20,6,14,0,1,1.000,,,5,44,0,1.33,0.77,P,perezma02
1003,Salvador Perez,34,KCR,AL,136,134,110,1157.1,1119,1064,50,5,38,.996,9,9,-4,-4,-2,8.66,7.96,C-1B,perezsa02
1004,Wenceel Pérez,24,DET,AL,105,94,81,846.1,192,189,1,2,0,.990,3,5,-2,-2,-3,2.02,1.81,OF,perezwe01
1005,Blake Perkins,27,MIL,NL,119,104,95,956.1,308,300,7,1,2,.997,10,12,8,10,7,2.89,2.58,OF,perkibl01
1006,Michael Petersen,30,TOT,NL,16,0,0,19.2,1,0,1,0,0,1.000,,,0,0,0,0.46,0.06,P,petermi01
1007,David Peterson,28,NYM,NL,21,21,0,121.0,24,4,15,5,1,.792,,,2,3,0,1.41,0.90,P,peterda01
1008,Jace Peterson,34,ARI,NL,10,5,3,50.0,20,7,13,0,3,1.000,-3,-80,-3,-72,0,3.60,2.00,SS-2B-3B,peterja01
1009,Brandon Pfaadt,25,ARI,NL,32,32,0,181.2,19,7,11,1,0,.947,,,-1,-1,0,0.89,0.56,P,pfaadbr01
1010,Tommy Pham,36,TOT,ZZ,105,100,81,888.0,205,201,3,1,0,.995,-8,-10,-10,-13,-2,2.07,1.94,OF,phamth01
1011,Evan Phillips,29,LAD,NL,61,0,0,54.2,9,4,4,1,0,.889,,,-1,-4,0,1.32,0.13,P,phillev01
1012,Tyler Phillips,26,PHI,NL,8,7,1,36.2,7,3,4,0,0,1.000,,,1,5,0,1.72,0.88,P,phillty01
1013,Kevin Pillar,35,TOT,AL,86,67,55,607.2,153,150,2,1,0,.993,-5,-10,-2,-3,0,2.25,1.77,OF,pillake01
1014,Riley Pint,26,COL,NL,4,0,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,pintri01
1015,René Pinto,27,TBR,AL,19,15,11,135.0,129,126,2,1,0,.992,-3,-31,-3,-27,-1,8.53,6.74,C,pintore02
1016,Ricardo Pinto,30,PHI,NL,6,0,0,10.2,6,5,1,0,0,1.000,,,0,0,0,5.06,1.00,P,pintori01
1017,Nick Pivetta,31,BOS,AL,27,26,0,145.2,16,8,7,1,0,.938,,,1,1,0,0.93,0.56,P,pivetni01
1018,Zach Plesac,29,LAA,AL,3,3,0,12.0,2,0,2,0,0,1.000,,,0,0,0,1.50,0.67,P,plesaza01
1019,Colin Poche,30,TBR,AL,43,0,0,37.1,1,0,1,0,0,1.000,,,0,0,0,0.24,0.02,P,pocheco01
1020,Jorge Polanco,30,SEA,AL,112,109,92,925.1,367,138,222,7,45,.981,-5,-6,-1,-1,1,3.50,3.21,2B,polanjo01
1021,Zach Pop,27,TOR,AL,58,0,0,48.1,9,3,5,1,0,.889,,,-2,-8,0,1.49,0.14,P,popza01
1022,Cody Poteet,29,NYY,AL,5,4,0,24.1,7,5,2,0,0,1.000,,,1,8,0,2.59,1.40,P,poteeco01
1023,Cade Povich,24,BAL,AL,16,16,0,79.2,11,2,9,0,2,1.000,,,2,5,0,1.24,0.69,P,povicca01
1024,Nick Pratto,25,KCR,AL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,prattni01
1025,Ryan Pressly,35,HOU,AL,59,0,0,56.2,11,5,6,0,1,1.000,,,0,0,0,1.75,0.19,P,pressry01
1026,Quinn Priester,23,TOT,ZZ,11,7,0,49.2,13,7,4,2,0,.846,,,-1,-24,0,1.99,1.00,P,priesqu01
1027,Jurickson Profar,31,SDP,NL,150,150,93,1221.2,249,243,5,1,1,.996,-6,-6,-8,-7,0,1.83,1.65,OF-1B,profaju01
1028,Austin Pruitt,34,TEX,AL,4,0,0,4.1,1,0,1,0,0,1.000,,,0,0,0,2.08,0.25,P,pruitau01
1029,A.J. Puk,29,TOT,NL,62,4,0,71.1,7,2,5,0,1,1.000,,,1,16,0,0.88,0.11,P,pukaj01
1030,Cal Quantrill,29,COL,NL,29,29,0,148.1,21,8,13,0,1,1.000,,,1,1,0,1.27,0.72,P,quantca01
1031,José Quijada,28,LAA,AL,22,0,0,19.1,1,0,1,0,0,1.000,,,0,0,0,0.47,0.05,P,quijajo01
1032,Jose Quintana,35,NYM,NL,31,31,0,170.1,35,13,22,0,1,1.000,,,2,2,0,1.85,1.13,P,quintjo01
1033,Ceddanne Rafaela,23,BOS,AL,151,147,114,1333.1,489,297,180,12,41,.975,0,0,10,9,-2,3.22,2.61,SS-OF-2B-3B,rafaece01
1034,Cole Ragans,26,KCR,AL,32,32,1,186.1,26,7,19,0,1,1.000,,,3,3,0,1.26,0.81,P,raganco01
1035,Tanner Rainey,31,WSN,NL,50,0,0,51.0,6,4,2,0,0,1.000,,,-1,-4,0,1.06,0.12,P,raineta01
1036,Cal Raleigh,27,SEA,AL,135,125,119,1122.0,1195,1138,51,6,8,.995,6,6,17,18,1,9.54,8.81,C,raleica01
1037,Brooks Raley,36,NYM,NL,8,0,0,7.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,raleybr01
1038,Luke Raley,29,SEA,AL,127,105,80,965.0,411,389,18,4,14,.990,1,2,4,4,2,3.80,2.95,OF-1B,raleylu01
1039,Emmanuel Ramirez,29,MIA,NL,15,0,0,20.2,1,1,0,0,0,1.000,,,0,0,0,0.44,0.07,P,ramirem01
1040,Erasmo Ramírez,34,TBR,AL,13,0,0,20.2,2,0,2,0,0,1.000,,,0,0,0,0.87,0.15,P,ramirer02
1041,Harold Ramírez,29,TBR,AL,7,5,0,43.0,16,16,0,0,0,1.000,2,49,3,83,0,3.35,2.29,OF,ramirha02
1042,José Ramírez,31,CLE,AL,126,126,117,1108.0,315,99,207,9,23,.971,4,5,6,6,0,2.49,2.43,3B,ramirjo01
1043,Nick Ramirez,34,LAD,NL,8,0,0,13.1,2,0,2,0,0,1.000,,,0,0,0,1.35,0.25,P,ramirni01
1044,Yohan Ramírez,29,TOT,ZZ,38,0,0,45.0,9,3,4,2,0,.778,,,1,26,0,1.40,0.18,P,ramiryo01
1045,Bryan Ramos,22,CHW,AL,21,19,17,167.0,55,16,38,1,4,.982,-2,-14,-1,-7,0,2.91,2.57,3B,ramosbr01
1046,Heliot Ramos,24,SFG,NL,112,110,99,973.2,230,225,4,1,0,.996,7,9,-9,-11,-2,2.12,2.04,OF,ramoshe02
1047,Drew Rasmussen,28,TBR,AL,16,4,0,28.2,5,2,2,1,1,.800,,,-1,-7,0,1.26,0.25,P,rasmudr01
1048,Robbie Ray,32,SFG,NL,7,7,0,30.2,2,0,2,0,0,1.000,,,-1,-7,0,0.59,0.29,P,rayro02
1049,Colin Rea,33,MIL,NL,32,27,0,167.2,40,20,15,5,0,.875,,,-2,-2,0,1.88,1.09,P,reaco01
1050,J.T. Realmuto,33,PHI,NL,99,99,93,871.1,938,899,34,5,5,.995,2,2,0,0,2,9.64,9.42,C,realmjt01
1051,Jakson Reetz,28,SFG,NL,6,4,3,38.0,39,39,0,0,0,1.000,0,-13,-1,-32,0,9.24,6.50,C,reetzja01
1052,Rob Refsnyder,33,BOS,AL,76,51,36,495.1,122,116,2,4,0,.967,4,9,-4,-9,-1,2.14,1.55,OF,refsnro01
1053,Sean Reid-Foley,28,NYM,NL,23,0,0,21.2,0,0,0,0,0,,,,-1,-9,,0.00,0.00,P,reidfse01
1054,Zach Remillard,30,CHW,AL,14,11,7,97.0,36,9,26,1,2,.972,1,11,1,12,0,3.25,2.19,2B-3B-SS-OF,remilza01
1055,Anthony Rendon,34,LAA,AL,51,49,46,423.0,127,35,87,5,9,.961,-4,-12,2,6,1,2.60,2.44,3B,rendoan01
1056,Hunter Renfroe,32,KCR,AL,116,105,96,934.2,212,201,9,2,3,.991,0,-1,-4,-5,2,2.02,1.79,OF-1B,renfrhu01
1057,Luis Rengifo,27,LAA,AL,75,71,61,622.2,243,87,150,6,29,.975,-2,-5,-4,-7,0,3.43,2.93,3B-2B-SS-OF,rengilu01
1058,Gerardo Reyes,31,OAK,AL,3,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,reyesge01
1059,Pablo Reyes,30,BOS,AL,21,15,9,142.0,62,20,38,4,4,.935,-1,-10,-2,-17,0,3.68,2.32,3B-2B-SS-1B-P,reyespa01
1060,Bryan Reynolds,29,PIT,NL,133,133,121,1173.2,254,241,11,2,2,.992,-14,-14,-5,-5,1,1.93,1.89,OF,reynobr01
1061,Sean Reynolds,26,SDP,NL,9,0,0,11.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,reynose01
1062,Orlando Ribalta,26,WSN,NL,4,0,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,ribalor01
1063,Ben Rice,25,NYY,AL,50,41,26,350.0,289,273,14,2,21,.993,0,0,-1,-3,0,7.38,5.74,1B-C,ricebe01
1064,Trevor Richards,31,TOT,AL,55,2,0,65.1,7,2,2,3,0,.571,,,0,0,0,0.55,0.07,P,richatr01
1065,Lyon Richardson,24,CIN,NL,1,0,0,0.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,richaly01
1066,Austin Riley,27,ATL,NL,110,109,106,960.1,248,60,178,10,17,.960,-2,-2,0,0,0,2.23,2.18,3B,rileyau01
1067,Edwin Ríos,30,CIN,NL,3,2,1,17.0,12,12,0,0,2,1.000,0,20,0,0,0,6.35,4.00,1B,riosed01
1068,Leo Rivas,26,SEA,AL,39,23,19,221.0,75,19,54,2,8,.973,0,-2,-1,-5,0,2.97,1.78,SS-2B-P-3B,rivasle01
1069,Emmanuel Rivera,28,TOT,MLB,116,76,57,715.0,272,137,131,4,20,.985,-6,-10,-5,-8,0,3.37,2.20,3B-1B-P,riverem01
1070,Anthony Rizzo,34,NYY,AL,92,91,83,801.2,679,602,74,3,58,.996,1,2,2,3,1,7.59,7.35,1B,rizzoan01
1071,Daniel Robert,29,TEX,AL,4,0,0,5.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,roberda11
1072,Luis Robert Jr.,26,CHW,AL,97,95,92,828.2,257,254,1,2,0,.992,-8,-12,1,1,1,2.77,2.63,OF,roberlu01
1073,Ethan Roberts,26,CHC,NL,21,0,0,26.2,3,1,2,0,0,1.000,,,1,8,0,1.01,0.14,P,roberet01
1074,David Robertson,39,TEX,AL,68,0,0,72.0,11,3,8,0,0,1.000,,,1,3,0,1.38,0.16,P,roberda08
1075,Nick Robertson,25,TOT,ZZ,9,0,0,13.1,2,1,1,0,0,1.000,,,0,0,0,1.35,0.22,P,roberni01
1076,Chuckie Robinson,29,CHW,AL,26,23,14,193.0,208,196,10,2,1,.990,1,4,0,0,1,9.61,7.92,C,robinch04
1077,Víctor Robles,27,TOT,ZZ,87,73,48,616.2,172,165,4,3,1,.983,7,14,4,7,0,2.47,1.94,OF,roblevi01
1078,Brayan Rocchio,23,CLE,AL,142,121,111,1102.0,462,166,284,12,75,.974,11,12,11,12,0,3.68,3.17,SS,rocchbr01
1079,Kumar Rocker,24,TEX,AL,3,3,0,11.2,2,0,2,0,0,1.000,,,0,0,0,1.54,0.67,P,rockeku01
1080,Brendan Rodgers,27,COL,NL,132,124,121,1093.0,531,181,342,8,89,.985,-2,-2,-4,-4,0,4.31,3.96,2B,rodgebr02
1081,Carlos Rodón,31,NYY,AL,32,32,0,175.0,14,4,10,0,0,1.000,,,-1,-1,0,0.72,0.44,P,rodonca01
1082,Carlos Rodriguez,22,MIL,NL,3,3,0,12.1,2,0,2,0,0,1.000,,,2,32,0,1.46,0.67,P,rodrica02
1083,Eduardo Rodríguez,31,ARI,NL,10,10,0,50.0,5,0,4,1,0,.800,,,-1,-4,0,0.72,0.40,P,rodried05
1084,Grayson Rodriguez,24,BAL,AL,20,20,0,116.2,17,10,7,0,1,1.000,,,0,0,0,1.31,0.85,P,rodrigr01
1085,Joely Rodríguez,32,BOS,AL,14,0,0,13.2,3,2,1,0,0,1.000,,,0,0,0,1.98,0.21,P,rodrijo06
1086,Johnathan Rodríguez,24,CLE,AL,11,9,5,77.0,13,12,1,0,0,1.000,-2,-26,-3,-46,0,1.52,1.18,OF,rodrijo10
1087,Julio Rodríguez,23,SEA,AL,131,131,122,1133.1,343,334,4,5,1,.985,13,13,3,3,0,2.68,2.58,OF,rodriju01
1088,Manuel Rodríguez,27,TBR,AL,40,0,0,37.2,5,1,4,0,0,1.000,,,0,0,0,1.19,0.13,P,rodrima01
1089,Randy Rodríguez,24,SFG,NL,35,1,0,52.1,8,2,6,0,0,1.000,,,1,4,0,1.38,0.23,P,rodrira02
1090,Yariel Rodríguez,27,TOR,AL,21,21,0,86.2,15,8,7,0,0,1.000,,,1,2,0,1.56,0.71,P,rodriya01
1091,Yerry Rodríguez,26,TOT,AL,16,0,0,21.2,5,2,3,0,0,1.000,,,0,0,0,2.08,0.31,P,rodriye01
1092,Jake Rogers,29,DET,AL,92,86,75,761.0,776,744,29,3,4,.996,4,6,13,20,1,9.14,8.40,C,rogerja03
1093,Josh Rogers,29,COL,NL,6,0,0,11.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,rogerjo01
1094,Taylor Rogers,33,SFG,NL,64,0,0,60.0,9,2,6,1,0,.889,,,1,3,0,1.20,0.13,P,rogerta01
1095,Trevor Rogers,26,TOT,ZZ,25,25,0,124.1,19,6,12,1,0,.947,,,-2,-19,0,1.30,0.72,P,rogertr01
1096,Tyler Rogers,33,SFG,NL,77,0,0,70.1,15,5,9,1,1,.933,,,-2,-6,0,1.79,0.18,P,rogerty01
1097,Johan Rojas,23,PHI,NL,116,103,82,903.1,227,219,6,2,1,.991,-12,-16,4,5,1,2.24,1.94,OF,rojasjo03
1098,Josh Rojas,30,SEA,AL,141,116,88,1050.1,323,98,215,10,20,.969,3,3,8,9,0,2.68,2.07,3B-2B-OF-P-1B,rojasjo01
1099,Miguel Rojas,35,LAD,NL,102,86,67,757.0,334,132,199,3,27,.991,5,8,11,17,0,3.94,3.06,SS-2B-3B-P-1B,rojasmi02
1100,Chris Roller,27,MIL,NL,1,0,0,3.0,1,1,0,0,0,1.000,0,24,0,0,0,3.00,1.00,OF,rollech01
1101,Jordan Romano,31,TOR,AL,15,0,0,13.2,1,0,1,0,0,1.000,,,-1,-15,0,0.66,0.07,P,romanjo03
1102,JoJo Romero,27,STL,NL,65,0,0,59.0,6,0,6,0,0,1.000,,,2,7,0,0.92,0.09,P,romerjo01
1103,Drew Romo,22,COL,NL,15,13,13,115.0,104,93,10,1,1,.990,1,8,2,21,1,8.06,6.87,C,romodr01
1104,Brent Rooker,29,OAK,AL,14,13,7,102.1,16,16,0,0,0,1.000,-2,-25,-1,-11,0,1.41,1.14,OF,rookebr01
1105,Ben Rortvedt,26,TBR,AL,111,87,67,782.0,790,755,26,9,2,.989,0,0,-1,-2,1,8.99,6.97,C-P,rortvbe01
1106,Amed Rosario,28,TOT,ZZ,74,63,43,565.2,162,93,67,2,12,.988,-10,-21,-11,-23,-1,2.55,1.95,OF-2B-SS-3B,rosaram01
1107,Eddie Rosario,32,TOT,NL,75,67,45,592.2,131,126,3,2,2,.985,-5,-11,-4,-8,0,1.96,1.72,OF,rosared01
1108,Eguy Rosario,24,SDP,NL,27,10,5,111.0,39,12,26,1,4,.974,0,-4,1,11,0,3.08,1.36,3B-2B,rosareg01
1109,Kenny Rosenberg,28,LAA,AL,7,1,0,24.0,2,0,2,0,0,1.000,,,0,0,0,0.75,0.29,P,rosenke01
1110,Joe Ross,31,MIL,NL,25,10,0,74.0,8,5,3,0,0,1.000,,,0,0,0,0.97,0.32,P,rossjo01
1111,Landen Roupp,25,SFG,NL,23,4,0,50.1,11,3,8,0,0,1.000,,,2,8,0,1.97,0.48,P,rouppla01
1112,Chris Roycroft,27,STL,NL,27,0,0,34.1,9,1,7,1,1,.889,,,-1,-6,0,2.10,0.30,P,roycrch01
1113,Esteury Ruiz,25,OAK,AL,27,16,7,141.0,36,35,0,1,0,.972,-1,-7,-1,-8,-1,2.23,1.30,OF,ruizes01
1114,José Ruiz,29,PHI,NL,52,0,0,51.0,3,1,2,0,0,1.000,,,-1,-4,-1,0.53,0.06,P,ruizjo01
1115,Keibert Ruiz,25,WSN,NL,116,109,104,971.2,962,921,39,2,8,.998,-3,-4,2,2,0,8.89,8.28,C,ruizke01
1116,Jackson Rutledge,25,WSN,NL,3,1,0,8.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,rutleja01
1117,Adley Rutschman,26,BAL,AL,103,99,97,882.1,915,874,37,4,4,.996,1,1,4,5,3,9.29,8.84,C,rutscad01
1118,Joe Ryan,28,MIN,AL,23,23,0,135.0,21,10,9,2,0,.905,,,-3,-4,-1,1.27,0.83,P,ryanjo04
1119,River Ryan,25,LAD,NL,4,4,0,20.1,8,2,6,0,1,1.000,,,1,10,0,3.54,2.00,P,ryanri01
1120,Ryder Ryan,29,PIT,NL,15,0,0,20.2,1,1,0,0,0,1.000,,,0,0,0,0.44,0.07,P,ryanry01
1121,Andrew Saalfrank,26,ARI,NL,2,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,saalfan01
1122,Blake Sabol,26,SFG,NL,8,7,5,65.0,70,66,1,3,0,.957,-3,-62,0,0,0,9.28,8.38,C,sabolbl01
1123,Erik Sabrowski,26,CLE,AL,8,0,0,12.2,2,0,2,0,0,1.000,,,1,16,0,1.42,0.25,P,sabroer01
1124,Thomas Saggese,22,STL,NL,18,13,13,123.1,63,17,43,3,9,.952,0,1,-1,-10,0,4.38,3.33,2B-SS-3B,saggeth01
1125,César Salazar,28,HOU,AL,10,7,5,70.0,89,83,4,2,0,.978,0,-7,0,0,-1,11.19,8.70,C,salazce01
1126,Eduardo Salazar,26,TOT,NL,26,0,0,29.1,6,1,4,1,0,.833,,,0,0,0,1.53,0.19,P,salazed01
1127,Chris Sale,35,ATL,NL,29,29,0,177.2,31,9,22,0,1,1.000,,,4,5,0,1.57,1.07,P,salech01
1128,Bryan Sammons,29,DET,AL,6,0,0,27.1,1,0,1,0,0,1.000,,,0,0,0,0.33,0.17,P,sammobr01
1129,Ali Sánchez,27,MIA,NL,30,28,24,244.0,253,239,12,2,2,.992,1,7,0,0,1,9.26,8.37,C,sanchal04
1130,Cristopher Sánchez,27,PHI,NL,31,31,2,181.2,39,6,28,5,0,.872,,,3,3,0,1.68,1.10,P,sanchcr01
1131,Gary Sánchez,31,MIL,NL,32,28,25,247.1,228,212,11,5,2,.978,0,0,-1,-5,0,8.11,6.97,C-1B,sanchga02
1132,Jesús Sánchez,26,MIA,NL,119,105,85,934.1,233,226,3,4,2,.983,-1,-1,-2,-2,-3,2.21,1.92,OF,sanchje02
1133,Sixto Sánchez,25,MIA,NL,14,7,0,35.2,8,5,3,0,2,1.000,,,0,0,0,2.02,0.57,P,sanchsi01
1134,Nick Sandlin,27,CLE,AL,68,1,0,57.2,10,1,9,0,1,1.000,,,2,7,0,1.56,0.15,P,sandlni01
1135,Patrick Sandoval,27,LAA,AL,16,16,0,79.2,11,1,9,1,0,.909,,,2,5,0,1.13,0.63,P,sandopa02
1136,Cole Sands,26,MIN,AL,62,0,0,71.1,10,5,4,1,0,.900,,,-1,-3,0,1.14,0.15,P,sandsco01
1137,Miguel Sanó,31,LAA,AL,19,16,9,136.1,52,28,24,0,2,1.000,2,17,1,9,0,3.43,2.60,3B-1B-P,sanomi01
1138,Javier Sanoja,21,MIA,NL,13,9,5,79.2,22,13,9,0,2,1.000,0,3,1,15,0,2.49,1.57,OF-2B-SS,sanojja01
1139,Carlos Santana,38,MIN,AL,146,139,135,1250.0,1094,998,92,4,67,.996,10,10,8,8,1,7.85,7.47,1B,santaca01
1140,Dennis Santana,28,TOT,ZZ,62,0,0,71.2,12,6,6,0,2,1.000,,,0,0,0,1.51,0.19,P,santade01
